geoid,name,B07003001,"B07003001, Error",B07003002,"B07003002, Error",B07003003,"B07003003, Error",B07003004,"B07003004, Error",B07003005,"B07003005, Error",B07003006,"B07003006, Error",B07003007,"B07003007, Error",B07003008,"B07003008, Error",B07003009,"B07003009, Error",B07003010,"B07003010, Error",B07003011,"B07003011, Error",B07003012,"B07003012, Error",B07003013,"B07003013, Error",B07003014,"B07003014, Error",B07003015,"B07003015, Error",B07003016,"B07003016, Error",B07003017,"B07003017, Error",B07003018,"B07003018, Error"
14000US08005006603,"Census Tract 66.03, Arapahoe, CO",2788,219,1359,177,1429,167,2328,252,1110,172,1218,164,184,118,126,88,58,49,86,63,51,40,35,28,190,141,72,51,118,91,0,12,0,12,0,12
14000US08005006604,"Census Tract 66.04, Arapahoe, CO",4349,731,1939,408,2410,432,3408,778,1528,391,1880,444,413,261,133,83,280,226,375,201,197,128,178,97,63,45,44,36,19,20,90,63,37,37,53,70
14000US08005006704,"Census Tract 67.04, Arapahoe, CO",4527,242,2284,186,2243,164,4013,314,2034,205,1979,188,110,110,59,61,51,49,245,147,133,85,112,79,136,150,35,36,101,124,23,26,23,26,0,12
14000US08005006705,"Census Tract 67.05, Arapahoe, CO",2138,243,1025,141,1113,152,1861,288,913,153,948,161,177,172,55,54,122,125,76,78,45,55,31,31,24,37,12,19,12,18,0,12,0,12,0,12
14000US08005006706,"Census Tract 67.06, Arapahoe, CO",5691,632,2525,307,3166,433,4420,664,1861,303,2559,436,546,275,268,151,278,163,219,130,129,79,90,62,363,190,212,106,151,103,143,173,55,82,88,93
14000US08005006707,"Census Tract 67.07, Arapahoe, CO",5009,386,2697,300,2312,266,4358,384,2410,266,1948,234,104,94,50,47,54,68,284,168,164,144,120,72,216,200,59,62,157,144,47,52,14,21,33,47
14000US08005006708,"Census Tract 67.08, Arapahoe, CO",5064,557,2545,439,2519,235,4256,511,2045,333,2211,245,409,286,294,256,115,68,167,121,116,92,51,43,151,124,75,61,76,75,81,95,15,23,66,73
14000US08005006709,"Census Tract 67.09, Arapahoe, CO",5232,686,2738,432,2494,322,4646,653,2417,440,2229,294,27,31,14,24,13,21,513,336,293,196,220,162,46,58,14,22,32,52,0,17,0,17,0,17
14000US08005006711,"Census Tract 67.11, Arapahoe, CO",4258,683,2137,332,2121,405,3952,690,1978,327,1974,403,156,123,110,87,46,42,102,75,25,30,77,56,48,40,24,29,24,28,0,12,0,12,0,12
14000US08005006712,"Census Tract 67.12, Arapahoe, CO",1202,237,624,165,578,87,898,243,478,169,420,87,64,46,41,26,23,23,166,66,80,35,86,39,51,39,20,20,31,28,23,28,5,7,18,22
14000US08005006713,"Census Tract 67.13, Arapahoe, CO",1780,261,1006,197,774,136,1064,277,607,200,457,141,112,41,71,26,41,26,205,106,116,68,89,56,240,104,115,59,125,53,159,87,97,71,62,38
14000US08005006808,"Census Tract 68.08, Arapahoe, CO",5481,514,2678,381,2803,243,4792,555,2349,413,2443,239,225,174,93,67,132,108,268,155,149,89,119,69,196,168,87,71,109,100,0,17,0,17,0,17
14000US08005006815,"Census Tract 68.15, Arapahoe, CO",4735,542,2117,290,2618,452,3706,548,1671,275,2035,440,407,209,197,109,210,129,302,150,73,50,229,116,292,176,176,112,116,83,28,23,0,12,28,23
14000US08005006854,"Census Tract 68.54, Arapahoe, CO",2877,281,1329,186,1548,204,2261,331,1009,186,1252,229,142,98,45,31,97,92,191,92,102,64,89,65,200,125,104,78,96,56,83,90,69,80,14,24
14000US08005006857,"Census Tract 68.57, Arapahoe, CO",2134,244,1083,170,1051,110,1885,243,979,162,906,119,16,20,10,16,6,10,89,68,41,39,48,34,98,75,25,24,73,60,46,51,28,31,18,26
14000US08005007101,"Census Tract 71.01, Arapahoe, CO",5929,877,2817,351,3112,612,5568,900,2685,361,2883,623,64,56,21,24,43,41,248,112,81,51,167,79,48,59,30,44,18,17,1,5,0,17,1,5
14000US08005007103,"Census Tract 71.03, Arapahoe, CO",1597,203,791,106,806,127,1353,191,688,99,665,119,55,39,26,18,29,28,181,129,69,49,112,88,8,14,8,14,0,12,0,12,0,12,0,12
14000US08005007106,"Census Tract 71.06, Arapahoe, CO",6411,1088,3015,621,3396,505,5941,1084,2747,606,3194,512,159,167,91,115,68,70,108,71,87,65,21,24,99,83,76,57,23,38,104,84,14,22,90,81
14000US08005007201,"Census Tract 72.01, Arapahoe, CO",3729,546,1882,291,1847,357,2366,417,1227,245,1139,238,565,297,295,155,270,173,457,200,233,126,224,125,162,97,64,57,98,76,179,141,63,52,116,104
14000US08005007202,"Census Tract 72.02, Arapahoe, CO",4458,907,2310,482,2148,550,3773,922,1766,414,2007,568,337,289,276,236,61,62,237,140,164,129,73,68,35,41,28,39,7,10,76,58,76,58,0,12
14000US08005007301,"Census Tract 73.01, Arapahoe, CO",2500,344,1336,211,1164,203,1729,331,909,193,820,182,353,148,174,89,179,77,224,99,151,80,73,44,148,73,81,45,67,52,46,50,21,26,25,25
14000US08005007302,"Census Tract 73.02, Arapahoe, CO",5117,694,2737,427,2380,430,3767,577,1934,324,1833,372,468,286,329,226,139,114,682,376,316,156,366,255,112,86,103,82,9,15,88,92,55,83,33,39
14000US08005007400,"Census Tract 74, Arapahoe, CO",5326,654,2672,341,2654,425,4167,578,2158,320,2009,345,687,387,339,203,348,219,423,303,161,130,262,226,46,56,11,17,35,53,3,11,3,11,0,17
14000US08005007500,"Census Tract 75, Arapahoe, CO",2564,414,1182,230,1382,245,2188,445,997,246,1191,253,114,75,70,62,44,27,135,165,60,80,75,87,115,96,48,47,67,57,12,20,7,13,5,7
14000US08005007600,"Census Tract 76, Arapahoe, CO",3557,596,1699,322,1858,367,3050,552,1507,291,1543,338,222,187,133,111,89,90,270,175,51,41,219,155,15,16,8,12,7,11,0,12,0,12,0,12
14000US08005007702,"Census Tract 77.02, Arapahoe, CO",3784,412,2153,281,1631,243,3255,403,1815,232,1440,261,156,84,117,75,39,35,301,225,157,132,144,108,72,50,64,46,8,12,0,12,0,12,0,12
14000US08005007703,"Census Tract 77.03, Arapahoe, CO",5139,963,2763,715,2376,422,3959,819,2157,590,1802,384,737,541,422,290,315,275,314,184,120,100,194,105,129,89,64,53,65,48,0,17,0,17,0,17
14000US08005007704,"Census Tract 77.04, Arapahoe, CO",5466,724,2754,480,2712,416,4268,701,1973,372,2295,428,540,328,385,312,155,95,531,233,335,151,196,100,127,94,61,50,66,56,0,17,0,17,0,17
14000US08005015100,"Census Tract 151, Arapahoe, CO",2739,315,1181,184,1558,217,2479,318,1094,187,1385,200,114,83,47,44,67,49,77,76,9,14,68,72,69,74,31,35,38,45,0,12,0,12,0,12
14000US08005080000,"Census Tract 800, Arapahoe, CO",4228,594,1988,492,2240,292,3308,562,1612,441,1696,237,54,38,25,37,29,37,691,345,272,263,419,236,175,94,79,54,96,62,0,12,0,12,0,12
14000US08005080100,"Census Tract 801, Arapahoe, CO",4125,663,2019,451,2106,344,3285,537,1533,366,1752,274,269,143,153,115,116,74,501,300,299,173,202,166,70,55,34,37,36,30,0,12,0,12,0,12
14000US08005080200,"Census Tract 802, Arapahoe, CO",6691,722,3292,381,3399,465,5009,552,2482,294,2527,346,784,335,377,192,407,191,382,211,192,126,190,121,492,537,224,244,268,297,24,27,17,19,7,11
14000US08005080300,"Census Tract 803, Arapahoe, CO",5941,809,3026,564,2915,404,4852,787,2428,554,2424,382,914,537,492,292,422,262,130,91,78,71,52,42,45,141,28,110,17,34,0,17,0,17,0,17
14000US08005080400,"Census Tract 804, Arapahoe, CO",4901,548,2452,308,2449,370,4260,547,2133,307,2127,368,430,228,250,126,180,115,91,59,25,28,66,49,101,92,44,40,57,57,19,27,0,12,19,27
14000US08005080500,"Census Tract 805, Arapahoe, CO",3603,479,1558,223,2045,392,3126,501,1318,236,1808,386,211,156,84,70,127,100,175,100,86,52,89,74,91,80,70,56,21,33,0,12,0,12,0,12
14000US08005080600,"Census Tract 806, Arapahoe, CO",3475,624,1447,317,2028,415,2649,525,1126,298,1523,300,293,162,138,99,155,99,288,213,97,82,191,146,245,159,86,54,159,126,0,12,0,12,0,12
14000US08005080700,"Census Tract 807, Arapahoe, CO",5724,817,2955,569,2769,377,4805,808,2538,560,2267,349,418,187,192,104,226,164,302,187,133,106,169,101,147,199,82,104,65,96,52,52,10,16,42,43
14000US08005080800,"Census Tract 808, Arapahoe, CO",3494,407,1700,256,1794,258,2652,559,1252,314,1400,305,611,307,320,137,291,197,150,92,78,48,72,67,80,65,50,41,30,30,1,2,0,12,1,2
14000US08005080900,"Census Tract 809, Arapahoe, CO",4872,898,2720,823,2152,265,3722,786,1956,564,1766,338,176,114,51,43,125,90,764,673,587,560,177,206,176,146,117,136,59,57,34,132,9,35,25,96
14000US08005081200,"Census Tract 812, Arapahoe, CO",5163,846,2760,542,2403,389,4059,806,2234,535,1825,342,621,378,303,212,318,206,441,235,195,150,246,122,35,41,28,39,7,12,7,11,0,17,7,11
14000US08005081300,"Census Tract 813, Arapahoe, CO",3026,499,1537,254,1489,306,2634,497,1365,260,1269,296,305,193,130,86,175,125,32,37,10,14,22,31,55,67,32,36,23,33,0,12,0,12,0,12
14000US08005081400,"Census Tract 814, Arapahoe, CO",4163,535,2032,319,2131,304,3728,523,1853,299,1875,303,109,77,9,12,100,74,213,112,106,86,107,68,113,69,64,42,49,46,0,12,0,12,0,12
14000US08005081500,"Census Tract 815, Arapahoe, CO",2915,274,884,158,2031,231,2564,258,840,153,1724,205,144,104,12,18,132,98,117,70,32,36,85,59,15,23,0,12,15,23,75,122,0,12,75,122
14000US08005081600,"Census Tract 816, Arapahoe, CO",5155,814,2451,373,2704,552,4411,808,2023,340,2388,562,349,172,248,157,101,68,351,258,170,158,181,110,21,34,10,17,11,18,23,35,0,17,23,35
14000US08005081700,"Census Tract 817, Arapahoe, CO",2928,300,1440,167,1488,173,2822,305,1379,166,1443,175,75,66,58,49,17,18,31,37,3,5,28,36,0,12,0,12,0,12,0,12,0,12,0,12
14000US08005081800,"Census Tract 818, Arapahoe, CO",5361,656,2528,450,2833,352,5001,715,2321,468,2680,378,177,137,105,74,72,70,179,144,102,85,77,68,4,9,0,17,4,9,0,17,0,17,0,17
14000US08005081900,"Census Tract 819, Arapahoe, CO",6681,1141,3502,584,3179,690,5643,1059,2984,572,2659,621,188,175,175,173,13,23,638,474,280,190,358,295,174,161,25,30,149,148,38,47,38,47,0,17
14000US08005082000,"Census Tract 820, Arapahoe, CO",4878,835,2506,555,2372,461,3409,844,1657,480,1752,508,604,503,347,317,257,205,535,205,310,148,225,128,330,209,192,128,138,112,0,12,0,12,0,12
14000US08005082100,"Census Tract 821, Arapahoe, CO",6979,1029,3511,647,3468,590,5413,937,2823,638,2590,491,728,437,265,144,463,320,708,500,372,228,336,324,130,105,51,59,79,77,0,17,0,17,0,17
14000US08005082200,"Census Tract 822, Arapahoe, CO",6408,1038,3351,664,3057,628,5494,929,2820,508,2674,592,586,348,267,203,319,245,152,152,109,125,43,72,164,241,155,240,9,21,12,27,0,17,12,27
14000US08005082300,"Census Tract 823, Arapahoe, CO",4428,899,2068,313,2360,690,3646,966,1610,362,2036,713,400,252,258,175,142,86,300,282,184,224,116,99,54,45,16,24,38,38,28,42,0,12,28,42
14000US08005082400,"Census Tract 824, Arapahoe, CO",4432,866,2240,531,2192,419,3560,805,1835,507,1725,374,392,224,139,94,253,153,91,72,33,31,58,48,261,215,140,130,121,95,128,201,93,147,35,53
14000US08005082500,"Census Tract 825, Arapahoe, CO",2358,293,1160,175,1198,163,1956,299,979,169,977,168,322,211,152,108,170,113,40,29,23,19,17,17,40,40,6,9,34,33,0,12,0,12,0,12
14000US08005082600,"Census Tract 826, Arapahoe, CO",5406,894,2777,515,2629,449,4139,800,2201,439,1938,434,489,330,156,126,333,219,468,435,273,238,195,213,295,236,140,123,155,116,15,36,7,18,8,19
14000US08005082700,"Census Tract 827, Arapahoe, CO",3512,504,1833,335,1679,270,2896,486,1503,332,1393,271,426,232,219,130,207,111,140,124,78,59,62,71,40,44,33,38,7,10,10,16,0,12,10,16
14000US08005082800,"Census Tract 828, Arapahoe, CO",5343,1046,2637,488,2706,627,4839,903,2475,490,2364,488,395,215,120,75,275,194,78,58,21,23,57,48,31,38,21,24,10,18,0,17,0,17,0,17
14000US08005082900,"Census Tract 829, Arapahoe, CO",5028,727,2394,342,2634,446,4851,737,2350,349,2501,448,149,104,24,24,125,87,22,26,14,22,8,14,6,10,6,10,0,17,0,17,0,17,0,17
14000US08005083000,"Census Tract 830, Arapahoe, CO",3756,538,1881,256,1875,344,3195,492,1583,232,1612,340,130,109,71,60,59,53,272,214,142,117,130,120,159,119,85,60,74,61,0,12,0,12,0,12
14000US08005083100,"Census Tract 831, Arapahoe, CO",7233,834,3151,460,4082,559,5837,978,2630,499,3207,620,866,518,299,191,567,362,395,207,154,103,241,156,135,121,68,82,67,69,0,17,0,17,0,17
14000US08005083300,"Census Tract 833, Arapahoe, CO",4481,465,2388,367,2093,277,3726,463,1960,338,1766,236,383,217,258,171,125,77,282,145,114,81,168,114,90,62,56,46,34,31,0,12,0,12,0,12
14000US08005083400,"Census Tract 834, Arapahoe, CO",7018,1075,3438,486,3580,667,6495,1062,3118,482,3377,655,168,116,84,65,84,94,240,157,137,87,103,91,115,84,99,72,16,24,0,17,0,17,0,17
14000US08005083500,"Census Tract 835, Arapahoe, CO",6394,837,3372,576,3022,373,4891,570,2481,341,2410,338,1087,662,684,510,403,193,207,151,95,109,112,71,196,161,112,123,84,51,13,24,0,17,13,24
14000US08005083600,"Census Tract 836, Arapahoe, CO",3824,543,1853,342,1971,302,2828,454,1436,319,1392,228,563,259,234,136,329,151,270,213,118,98,152,123,163,117,65,45,98,109,0,12,0,12,0,12
14000US08005083700,"Census Tract 837, Arapahoe, CO",3797,526,1520,197,2277,405,3108,531,1289,221,1819,374,431,239,140,93,291,165,60,53,27,31,33,32,155,93,64,46,91,82,43,48,0,12,43,48
14000US08005083800,"Census Tract 838, Arapahoe, CO",2967,502,1446,338,1521,243,2515,485,1201,289,1314,249,268,196,154,157,114,82,94,68,36,39,58,55,61,62,38,34,23,35,29,37,17,19,12,22
14000US08005083900,"Census Tract 839, Arapahoe, CO",3049,413,1490,188,1559,311,2453,400,1189,197,1264,288,242,150,134,89,108,75,212,139,88,68,124,113,142,91,79,58,63,56,0,12,0,12,0,12
14000US08005084000,"Census Tract 840, Arapahoe, CO",2814,400,1515,243,1299,197,2602,403,1381,239,1221,195,79,63,34,32,45,40,46,35,13,13,33,27,65,55,65,55,0,12,22,32,22,32,0,12
14000US08005084100,"Census Tract 841, Arapahoe, CO",4135,430,2100,299,2035,221,3659,441,1832,296,1827,222,312,125,189,99,123,77,84,75,61,65,23,30,80,62,18,23,62,47,0,12,0,12,0,12
14000US08005084200,"Census Tract 842, Arapahoe, CO",4055,587,1932,279,2123,361,3680,693,1758,323,1922,415,285,255,139,129,146,131,41,36,17,21,24,23,49,45,18,22,31,27,0,12,0,12,0,12
14000US08005084300,"Census Tract 843, Arapahoe, CO",3902,604,1820,289,2082,432,3482,570,1601,261,1881,424,133,99,63,46,70,62,249,232,148,129,101,107,38,38,8,14,30,29,0,12,0,12,0,12
14000US08005084400,"Census Tract 844, Arapahoe, CO",3367,544,1536,207,1831,430,3187,556,1420,201,1767,434,91,67,77,55,14,20,73,101,39,67,34,39,16,22,0,12,16,22,0,12,0,12,0,12
14000US08005084500,"Census Tract 845, Arapahoe, CO",2787,462,1456,274,1331,254,2326,466,1157,267,1169,254,249,106,170,80,79,52,164,108,110,72,54,44,48,49,19,23,29,32,0,12,0,12,0,12
14000US08005084600,"Census Tract 846, Arapahoe, CO",5476,521,2799,311,2677,293,4785,442,2478,277,2307,233,260,114,189,97,71,39,197,169,64,78,133,129,172,121,47,45,125,88,62,72,21,34,41,42
14000US08005084700,"Census Tract 847, Arapahoe, CO",4354,482,2154,331,2200,233,3967,505,2005,329,1962,265,245,119,83,49,162,85,90,58,49,40,41,29,44,43,9,15,35,36,8,13,8,13,0,12
14000US08005084800,"Census Tract 848, Arapahoe, CO",3509,544,1759,289,1750,327,3126,565,1527,297,1599,331,218,210,113,107,105,104,9,14,0,12,9,14,156,162,119,120,37,45,0,12,0,12,0,12
14000US08005084900,"Census Tract 849, Arapahoe, CO",3340,376,1709,216,1631,202,2952,387,1525,232,1427,178,75,67,38,35,37,33,126,89,75,57,51,45,109,132,71,99,38,38,78,92,0,12,78,92
14000US08005085000,"Census Tract 850, Arapahoe, CO",2471,294,1258,207,1213,152,1935,293,1011,197,924,147,199,112,107,76,92,53,167,103,54,40,113,75,158,128,80,73,78,57,12,15,6,11,6,10
14000US08005085100,"Census Tract 851, Arapahoe, CO",6533,741,3265,449,3268,373,5991,737,3007,457,2984,359,235,149,127,99,108,69,76,59,38,32,38,35,213,199,75,81,138,123,18,27,18,27,0,17
14000US08005085200,"Census Tract 852, Arapahoe, CO",3190,368,1565,235,1625,217,2752,405,1393,248,1359,219,171,103,57,38,114,93,63,45,32,24,31,28,175,137,76,70,99,69,29,34,7,11,22,24
14000US08005085300,"Census Tract 853, Arapahoe, CO",2453,277,1172,155,1281,191,2104,294,962,148,1142,196,170,107,128,78,42,37,35,29,15,18,20,14,144,86,67,51,77,41,0,12,0,12,0,12
14000US08005085400,"Census Tract 854, Arapahoe, CO",5079,972,2438,441,2641,578,4404,966,2111,433,2293,572,382,242,201,107,181,152,110,89,44,40,66,55,121,95,70,68,51,43,62,51,12,19,50,46
14000US08005085500,"Census Tract 855, Arapahoe, CO",5512,507,2868,298,2644,274,4823,536,2545,310,2278,290,375,203,210,108,165,102,156,76,43,29,113,58,139,101,61,55,78,64,19,21,9,14,10,16
14000US08005085600,"Census Tract 856, Arapahoe, CO",3441,459,1750,320,1691,188,3219,462,1641,318,1578,194,170,92,97,54,73,47,0,12,0,12,0,12,44,32,12,13,32,24,8,13,0,12,8,13
14000US08005085700,"Census Tract 857, Arapahoe, CO",4687,911,2667,636,2020,349,4182,861,2456,598,1726,333,152,124,26,32,126,113,213,201,98,95,115,112,118,111,78,83,40,41,22,34,9,14,13,20
14000US08005085800,"Census Tract 858, Arapahoe, CO",1731,213,894,150,837,130,1421,224,745,152,676,118,233,116,102,59,131,84,45,32,28,22,17,15,32,25,19,20,13,17,0,12,0,12,0,12
14000US08005085900,"Census Tract 859, Arapahoe, CO",6674,692,3287,384,3387,440,5547,733,2646,367,2901,472,637,245,353,133,284,135,366,282,228,186,138,101,108,90,60,49,48,47,16,23,0,17,16,23
14000US08005086100,"Census Tract 861, Arapahoe, CO",4607,529,2323,326,2284,283,4204,559,2104,325,2100,298,181,156,79,55,102,108,61,56,32,26,29,36,161,139,108,112,53,41,0,12,0,12,0,12
14000US08005086200,"Census Tract 862, Arapahoe, CO",6447,559,3178,328,3269,318,5677,579,2840,332,2837,316,379,170,164,77,215,104,137,122,28,29,109,115,214,168,106,86,108,90,40,37,40,37,0,17
14000US08005086300,"Census Tract 863, Arapahoe, CO",4621,529,2519,340,2102,266,3501,411,1866,254,1635,209,628,370,343,230,285,166,235,136,101,69,134,74,256,125,208,110,48,35,1,3,1,3,0,12
14000US08005086400,"Census Tract 864, Arapahoe, CO",1960,248,1059,191,901,96,1820,268,996,197,824,99,69,50,40,33,29,23,38,35,11,11,27,25,27,22,12,13,15,14,6,9,0,12,6,9
14000US08005086500,"Census Tract 865, Arapahoe, CO",5136,617,2469,378,2667,378,3917,519,1787,242,2130,350,869,523,477,362,392,204,152,93,92,67,60,48,186,101,101,69,85,61,12,18,12,18,0,17
14000US08005086600,"Census Tract 866, Arapahoe, CO",6029,627,2831,388,3198,351,4684,548,2182,267,2502,339,911,464,473,320,438,186,144,135,67,60,77,78,277,206,96,68,181,190,13,20,13,20,0,17
14000US08005086700,"Census Tract 867, Arapahoe, CO",6078,803,3203,505,2875,368,5323,784,2790,482,2533,363,333,168,169,89,164,85,132,108,86,77,46,36,279,168,147,106,132,81,11,17,11,17,0,17
14000US08005086900,"Census Tract 869, Arapahoe, CO",3031,491,1462,245,1569,351,1515,283,787,177,728,156,521,279,252,129,269,193,756,378,295,159,461,271,136,79,75,50,61,54,103,159,53,82,50,77
14000US08005087000,"Census Tract 870, Arapahoe, CO",5113,883,2452,533,2661,600,3575,892,1583,377,1992,614,763,469,498,411,265,194,283,159,142,98,141,81,407,281,204,137,203,179,85,101,25,37,60,66
14000US08005087100,"Census Tract 871, Arapahoe, CO",2637,336,1010,189,1627,254,1635,364,640,188,995,247,566,269,214,119,352,177,369,156,150,88,219,101,67,66,6,18,61,58,0,12,0,12,0,12
14000US08005087200,"Census Tract 872, Arapahoe, CO",3833,735,1882,433,1951,433,2640,636,1242,331,1398,418,230,114,172,106,58,62,354,235,218,158,136,109,574,460,250,258,324,215,35,56,0,12,35,56
14000US08007940400,"Census Tract 9404, Archuleta, CO",1514,314,786,178,728,185,1451,304,739,168,712,184,12,14,12,14,0,12,37,34,25,27,12,12,10,14,6,7,4,7,4,6,4,6,0,12
14000US08007974300,"Census Tract 9743, Archuleta, CO",3621,493,1928,299,1693,249,3409,493,1798,308,1611,239,62,56,42,40,20,19,62,52,44,40,18,32,71,78,27,36,44,47,17,24,17,24,0,12
14000US08007974400,"Census Tract 9744, Archuleta, CO",2585,349,1338,204,1247,198,2400,338,1256,198,1144,195,43,61,28,38,15,26,41,37,20,29,21,25,101,57,34,23,67,40,0,12,0,12,0,12
14000US08009964600,"Census Tract 9646, Baca, CO",1596,136,746,80,850,83,1428,123,666,73,762,80,67,67,32,31,35,38,57,26,29,19,28,18,30,31,17,22,13,13,14,19,2,3,12,18
14000US08009964700,"Census Tract 9647, Baca, CO",1945,141,1032,90,913,84,1704,158,886,108,818,84,140,70,83,42,57,38,35,28,25,24,10,10,66,37,38,23,28,18,0,12,0,12,0,12
14000US08013012101,"Census Tract 121.01, Boulder, CO",4909,638,2629,436,2280,378,4492,614,2365,420,2127,356,147,112,66,63,81,68,229,248,178,171,51,81,41,52,20,26,21,27,0,12,0,12,0,12
14000US08013012103,"Census Tract 121.03, Boulder, CO",3837,359,1843,242,1994,213,3326,370,1618,243,1708,214,287,121,145,69,142,64,66,50,30,26,36,29,158,106,50,39,108,71,0,12,0,12,0,12
14000US08013012104,"Census Tract 121.04, Boulder, CO",2319,251,1036,145,1283,172,2084,249,920,135,1164,171,110,103,40,45,70,71,0,12,0,12,0,12,43,59,26,33,17,27,82,66,50,47,32,28
14000US08013012105,"Census Tract 121.05, Boulder, CO",6017,757,3043,480,2974,395,4664,776,2375,469,2289,405,784,410,408,227,376,208,344,265,187,143,157,139,225,147,73,63,152,118,0,17,0,17,0,17
14000US08013012201,"Census Tract 122.01, Boulder, CO",3925,590,1796,288,2129,502,2355,514,1007,171,1348,399,885,235,428,168,457,228,373,126,157,84,216,100,305,109,201,101,104,69,7,12,3,6,4,6
14000US08013012204,"Census Tract 122.04, Boulder, CO",4327,662,2521,567,1806,377,2088,366,1213,319,875,178,1420,467,781,402,639,274,279,140,183,113,96,84,410,160,245,108,165,90,130,127,99,119,31,33
14000US08013012300,"Census Tract 123, Boulder, CO",6708,458,3723,296,2985,283,1650,237,866,135,784,172,658,140,383,92,275,99,1860,250,1021,169,839,174,1969,328,1079,214,890,211,571,166,374,114,197,92
14000US08013012401,"Census Tract 124.01, Boulder, CO",5852,902,2574,585,3278,860,2413,607,1257,463,1156,303,2335,642,958,352,1377,610,556,268,192,155,364,213,486,213,140,105,346,187,62,50,27,36,35,31
14000US08013012501,"Census Tract 125.01, Boulder, CO",2741,483,1466,245,1275,332,2262,452,1227,202,1035,327,158,83,85,62,73,57,114,147,52,69,62,85,194,87,89,57,105,64,13,20,13,20,0,12
14000US08013012505,"Census Tract 125.05, Boulder, CO",4164,436,2175,200,1989,311,3258,461,1664,191,1594,328,559,244,289,123,270,138,84,72,84,72,0,12,190,91,104,56,86,67,73,73,34,33,39,44
14000US08013012507,"Census Tract 125.07, Boulder, CO",4266,431,2363,355,1903,321,2629,391,1324,242,1305,266,973,293,619,254,354,182,345,120,206,97,139,93,218,109,129,72,89,61,101,78,85,73,16,25
14000US08013012508,"Census Tract 125.08, Boulder, CO",2726,287,1364,154,1362,237,2060,265,1017,140,1043,193,333,128,180,88,153,80,59,48,20,21,39,42,236,99,123,60,113,57,38,48,24,27,14,23
14000US08013012509,"Census Tract 125.09, Boulder, CO",3566,442,1738,314,1828,224,3086,470,1568,324,1518,221,358,213,127,98,231,141,63,64,26,28,37,40,15,22,7,8,8,15,44,68,10,16,34,65
